SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE,YF_SYMBOL
HESTERBIO,Hester Biosciences Limited,EQ,13-MAR-2015,10,1,INE782E01017,10,HESTERBIO.NS
HEUBACHIND,Heubach Colorants India Limited,EQ,14-JUN-1995,10,1,INE492A01029,10,HEUBACHIND.NS
HEXATRADEX,Hexa Tradex Limited,EQ,20-APR-2012,2,1,INE750M01017,2,HEXATRADEX.NS
HEXT,Hexaware Technologies Limited,EQ,19-FEB-2025,1,1,INE093A01041,1,HEXT.NS
HFCL,HFCL Limited,EQ,09-MAR-2011,1,1,INE548A01028,1,HFCL.NS
HGINFRA,H.G. Infra Engineering Limited,EQ,09-MAR-2018,10,1,INE926X01010,10,HGINFRA.NS
HGM,HandsOn Global Management (HGM) Limited,EQ,27-SEP-2006,10,1,INE596H01014,10,HGM.NS
HGS,Hinduja Global Solutions Limited,EQ,19-JUN-2007,10,1,INE170I01016,10,HGS.NS
HIKAL,Hikal Limited,EQ,14-FEB-2001,2,1,INE475B01022,2,HIKAL.NS
HILINFRA,Highway Infrastructure Limited,EQ,12-AUG-2025,5,1,INE00RL01028,5,HILINFRA.NS
HILTON,Hilton Metal Forging Limited,EQ,24-MAY-2007,10,1,INE788H01017,10,HILTON.NS
HIMATSEIDE,Himatsingka Seide Limited,EQ,08-FEB-1995,5,1,INE049A01027,5,HIMATSEIDE.NS
HINDALCO,Hindalco Industries Limited,EQ,08-JAN-1997,1,1,INE038A01020,1,HINDALCO.NS
HINDCOMPOS,Hindustan Composites Limited,EQ,08-MAY-1996,5,1,INE310C01029,5,HINDCOMPOS.NS
HINDCON,Hindcon Chemicals Limited,EQ,05-JUL-2021,2,1,INE642Y01029,2,HINDCON.NS
HINDCOPPER,Hindustan Copper Limited,EQ,15-SEP-2010,5,1,INE531E01026,5,HINDCOPPER.NS
HINDOILEXP,Hindustan Oil Exploration Company Limited,EQ,23-SEP-2003,10,1,INE345A01011,10,HINDOILEXP.NS
HINDPETRO,Hindustan Petroleum Corporation Limited,EQ,17-JUN-1998,10,1,INE094A01015,10,HINDPETRO.NS
HINDUNILVR,Hindustan Unilever Limited,EQ,06-JUL-1995,1,1,INE030A01027,1,HINDUNILVR.NS
HINDWAREAP,Hindware Home Innovation Limited,EQ,26-DEC-2019,2,1,INE05AN01011,2,HINDWAREAP.NS
HINDZINC,Hindustan Zinc Limited,EQ,21-NOV-2006,2,1,INE267A01025,2,HINDZINC.NS
HIRECT,Hind Rectifiers Limited,EQ,26-DEC-2006,2,1,INE835D01023,2,HIRECT.NS
HISARMETAL,Hisar Metal Industries Limited,EQ,05-JAN-2017,10,1,INE598C01011,10,HISARMETAL.NS
HITECH,Hi-Tech Pipes Limited,EQ,07-MAY-2018,1,1,INE106T01025,1,HITECH.NS
HITECHCORP,Hitech Corporation Limited,EQ,20-DEC-2007,10,1,INE120D01012,10,HITECHCORP.NS
HITECHGEAR,The Hi-Tech Gears Limited,BE,21-JAN-2002,10,1,INE127B01011,10,HITECHGEAR.NS
HLEGLAS,HLE Glascoat Limited,EQ,09-FEB-2023,2,1,INE461D01028,2,HLEGLAS.NS
HLVLTD,HLV LIMITED,EQ,19-JUL-1995,2,1,INE102A01024,2,HLVLTD.NS
HMAAGRO,HMA Agro Industries Limited,EQ,04-JUL-2023,1,1,INE0ECP01024,1,HMAAGRO.NS
HMT,HMT Limited,BZ,29-AUG-2003,10,1,INE262A01018,10,HMT.NS
HMVL,Hindustan Media Ventures Limited,EQ,21-JUL-2010,10,1,INE871K01015,10,HMVL.NS
HNDFDS,Hindustan Foods Limited,EQ,06-JUN-2023,2,1,INE254N01026,2,HNDFDS.NS
HOMEFIRST,Home First Finance Company India Limited,EQ,03-FEB-2021,2,1,INE481N01025,2,HOMEFIRST.NS
HONASA,Honasa Consumer Limited,EQ,07-NOV-2023,10,1,INE0J5401028,10,HONASA.NS
HONAUT,Honeywell Automation India Limited,EQ,18-JUL-2003,10,1,INE671A01010,10,HONAUT.NS
HONDAPOWER,Honda India Power Products Limited,EQ,01-APR-2003,10,1,INE634A01018,10,HONDAPOWER.NS
HPAL,HP Adhesives Limited,EQ,27-DEC-2021,2,1,INE0GSL01024,2,HPAL.NS
HPIL,Hindprakash Industries Limited,EQ,07-NOV-2022,10,1,INE05X901010,10,HPIL.NS
HPL,HPL Electric & Power Limited,EQ,04-OCT-2016,10,1,INE495S01016,10,HPL.NS
HSCL,Himadri Speciality Chemical Limited,EQ,02-MAR-2007,1,1,INE019C01026,1,HSCL.NS
HTMEDIA,HT Media Limited,EQ,01-SEP-2005,2,1,INE501G01024,2,HTMEDIA.NS
HUBTOWN,Hubtown Limited,EQ,07-FEB-2007,10,1,INE703H01016,10,HUBTOWN.NS
HUDCO,Housing & Urban Development Corporation Limited,EQ,19-MAY-2017,10,1,INE031A01017,10,HUDCO.NS
HUHTAMAKI,Huhtamaki India Limited,EQ,01-OCT-2004,2,1,INE275B01026,2,HUHTAMAKI.NS
HYBRIDFIN,Hybrid Financial Services Limited,BE,05-DEC-2022,5,1,INE965B01022,5,HYBRIDFIN.NS
HYUNDAI,Hyundai Motor India Limited,EQ,22-OCT-2024,10,1,INE0V6F01027,10,HYUNDAI.NS
IBULLSLTD,Indiabulls Limited,EQ,18-AUG-2011,2,1,INE126M01010,2,IBULLSLTD.NS
ICDSLTD,ICDS Limited,EQ,17-NOV-1999,10,1,INE613B01010,10,ICDSLTD.NS
ICEMAKE,Ice Make Refrigeration Limited,EQ,12-OCT-2020,10,1,INE520Y01019,10,ICEMAKE.NS
ICICIBANK,ICICI Bank Limited,EQ,17-SEP-1997,2,1,INE090A01021,2,ICICIBANK.NS
ICICIGI,ICICI Lombard General Insurance Company Limited,EQ,27-SEP-2017,10,1,INE765G01017,10,ICICIGI.NS
ICICIPRULI,ICICI Prudential Life Insurance Company Limited,EQ,29-SEP-2016,10,1,INE726G01019,10,ICICIPRULI.NS
ICIL,Indo Count Industries Limited,EQ,12-SEP-2005,2,1,INE483B01026,2,ICIL.NS
ICRA,ICRA Limited,EQ,13-APR-2007,10,1,INE725G01011,10,ICRA.NS
IDBI,IDBI Bank Limited,EQ,20-SEP-1995,10,1,INE008A01015,10,IDBI.NS
IDEA,Vodafone Idea Limited,EQ,09-MAR-2007,10,1,INE669E01016,10,IDEA.NS
IDEAFORGE,Ideaforge Technology Limited,EQ,07-JUL-2023,10,1,INE349Y01013,10,IDEAFORGE.NS
IDFCFIRSTB,IDFC First Bank Limited,EQ,06-NOV-2015,10,1,INE092T01019,10,IDFCFIRSTB.NS
IEX,Indian Energy Exchange Limited,EQ,23-OCT-2017,1,1,INE022Q01020,1,IEX.NS
IFBAGRO,IFB Agro Industries Limited,EQ,03-APR-1996,10,1,INE076C01018,10,IFBAGRO.NS
IFBIND,IFB Industries Limited,EQ,29-MAR-1995,10,1,INE559A01017,10,IFBIND.NS
IFCI,IFCI Limited,EQ,26-APR-1995,10,1,INE039A01010,10,IFCI.NS
IFGLEXPOR,IFGL Refractories Limited,EQ,14-NOV-2017,10,1,INE133Y01011,10,IFGLEXPOR.NS
IGARASHI,Igarashi Motors India Limited,EQ,09-OCT-2003,10,1,INE188B01013,10,IGARASHI.NS
IGCL,Indogulf Cropsciences Limited,EQ,03-JUL-2025,10,1,INE05J901018,10,IGCL.NS
IGIL,International Gemmological Institute (India) Limited,EQ,20-DEC-2024,2,1,INE0Q9301021,2,IGIL.NS
IGL,Indraprastha Gas Limited,EQ,26-DEC-2003,2,1,INE203G01027,2,IGL.NS
IGPL,IG Petrochemicals Limited,EQ,29-JAN-2007,10,1,INE204A01010,10,IGPL.NS
IIFL,IIFL Finance Limited,EQ,17-MAY-2005,2,1,INE530B01024,2,IIFL.NS
IIFLCAPS,IIFL Capital Services Limited,EQ,20-SEP-2019,2,1,INE489L01022,2,IIFLCAPS.NS
IITL,Industrial Investment Trust Limited,EQ,17-AUG-2010,10,1,INE886A01014,10,IITL.NS
IKIO,IKIO Technologies Limited,EQ,16-JUN-2023,10,1,INE0LOJ01019,10,IKIO.NS
IKS,Inventurus Knowledge Solutions Limited,EQ,19-DEC-2024,1,1,INE115Q01022,1,IKS.NS
IL&FSENGG,IL&FS Engineering and Construction Company Limited,BZ,25-OCT-2007,10,1,INE369I01014,10,IL&FSENGG.NS
IL&FSTRANS,IL&FS Transportation Networks Limited,BZ,30-MAR-2010,10,1,INE975G01012,10,IL&FSTRANS.NS
IMAGICAA,Imagicaaworld Entertainment Limited,EQ,06-APR-2015,10,1,INE172N01012,10,IMAGICAA.NS
IMFA,Indian Metals & Ferro Alloys Limited,EQ,23-JUL-2010,10,1,INE919H01018,10,IMFA.NS
IMPAL,India Motor Parts and Accessories Limited,EQ,07-OCT-2005,10,1,INE547E01014,10,IMPAL.NS
IMPEXFERRO,Impex Ferro Tech Limited,BZ,03-FEB-2005,10,1,INE691G01015,10,IMPEXFERRO.NS
INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED,EQ,01-JUL-2016,10,1,INE452L01012,10,INCREDIBLE.NS
INDBANK,Indbank Merchant Banking Services Limited,EQ,08-OCT-2008,10,1,INE841B01017,10,INDBANK.NS
INDGN,Indegene Limited,EQ,13-MAY-2024,2,1,INE065X01017,2,INDGN.NS
INDHOTEL,The Indian Hotels Company Limited,EQ,03-JUL-1996,1,1,INE053A01029,1,INDHOTEL.NS
INDIACEM,The India Cements Limited,EQ,31-MAY-2000,10,1,INE383A01012,10,INDIACEM.NS
INDIAGLYCO,India Glycols Limited,EQ,01-JUL-2005,5,1,INE560A01023,5,INDIAGLYCO.NS
INDIAMART,Indiamart Intermesh Limited,EQ,04-JUL-2019,10,1,INE933S01016,10,INDIAMART.NS
INDIANB,Indian Bank,EQ,01-MAR-2007,10,1,INE562A01011,10,INDIANB.NS
INDIANCARD,Indian Card Clothing Company Limited,EQ,08-JAN-1997,10,1,INE061A01014,10,INDIANCARD.NS
INDIANHUME,Indian Hume Pipe Company Limited,EQ,30-AUG-1995,2,1,INE323C01030,2,INDIANHUME.NS
INDIASHLTR,India Shelter Finance Corporation Limited,EQ,20-DEC-2023,5,1,INE922K01024,5,INDIASHLTR.NS
INDIGO,InterGlobe Aviation Limited,EQ,10-NOV-2015,10,1,INE646L01027,10,INDIGO.NS
INDIGOPNTS,Indigo Paints Limited,EQ,02-FEB-2021,10,1,INE09VQ01012,10,INDIGOPNTS.NS
INDIQUBE,Indiqube Spaces Limited,EQ,30-JUL-2025,1,1,INE06ST01018,1,INDIQUBE.NS
INDNIPPON,India Nippon Electricals Limited,EQ,07-MAY-1997,5,1,INE092B01025,5,INDNIPPON.NS
INDOAMIN,Indo Amines Limited,EQ,29-APR-2022,5,1,INE760F01028,5,INDOAMIN.NS
INDOBORAX,Indo Borax & Chemicals Limited,EQ,29-MAR-2022,1,1,INE803D01021,1,INDOBORAX.NS
INDOCO,Indoco Remedies Limited,EQ,14-JAN-2005,2,1,INE873D01024,2,INDOCO.NS
INDOFARM,Indo Farm Equipment Limited,EQ,07-JAN-2025,10,1,INE622H01018,10,INDOFARM.NS
INDORAMA,Indo Rama Synthetics (India) Limited,EQ,20-JUN-2003,10,1,INE156A01020,10,INDORAMA.NS
INDOSTAR,IndoStar Capital Finance Limited,EQ,21-MAY-2018,10,1,INE896L01010,10,INDOSTAR.NS
INDOTECH,Indo Tech Transformers Limited,EQ,16-MAR-2006,10,1,INE332H01014,10,INDOTECH.NS
INDOTHAI,Indo Thai Securities Limited,BE,02-NOV-2011,1,1,INE337M01021,1,INDOTHAI.NS
INDOUS,Indo Us Biotech Limited,EQ,27-SEP-2024,10,1,INE250Z01010,10,INDOUS.NS
INDOWIND,Indowind Energy Limited,EQ,14-SEP-2007,10,1,INE227G01018,10,INDOWIND.NS
INDRAMEDCO,Indraprastha Medical Corporation Limited,EQ,17-APR-1997,10,1,INE681B01017,10,INDRAMEDCO.NS
INDSWFTLAB,Ind-Swift Laboratories Limited,EQ,02-JUL-1997,10,1,INE915B01019,10,INDSWFTLAB.NS
INDTERRAIN,Indian Terrain Fashions Limited,EQ,11-MAR-2011,2,1,INE611L01021,2,INDTERRAIN.NS
INDUSINDBK,IndusInd Bank Limited,EQ,28-JAN-1998,10,1,INE095A01012,10,INDUSINDBK.NS
INDUSTOWER,Indus Towers Limited,EQ,28-DEC-2012,10,1,INE121J01017,10,INDUSTOWER.NS
INFIBEAM,Infibeam Avenues Limited,EQ,04-APR-2016,1,1,INE483S01020,1,INFIBEAM.NS
INFOBEAN,InfoBeans Technologies Limited,EQ,15-JUL-2019,10,1,INE344S01016,10,INFOBEAN.NS
INFOMEDIA,Infomedia Press Limited,EQ,12-OCT-2006,10,1,INE669A01022,10,INFOMEDIA.NS
INFY,Infosys Limited,EQ,08-FEB-1995,5,1,INE009A01021,5,INFY.NS
INGERRAND,Ingersoll Rand (India) Limited,EQ,15-APR-1999,10,1,INE177A01018,10,INGERRAND.NS
INNOVACAP,Innova Captab Limited,EQ,29-DEC-2023,10,1,INE0DUT01020,10,INNOVACAP.NS
INNOVANA,Innovana Thinklabs Limited,EQ,17-DEC-2024,10,1,INE403Y01018,10,INNOVANA.NS
INOXGREEN,Inox Green Energy Services Limited,EQ,23-NOV-2022,10,1,INE510W01014,10,INOXGREEN.NS
INOXINDIA,INOX India Limited,EQ,21-DEC-2023,2,1,INE616N01034,2,INOXINDIA.NS
INOXWIND,Inox Wind Limited,EQ,09-APR-2015,10,1,INE066P01011,10,INOXWIND.NS
INSECTICID,Insecticides (India) Limited,EQ,30-MAY-2007,10,1,INE070I01018,10,INSECTICID.NS
INSPIRISYS,Inspirisys Solutions Limited,EQ,30-OCT-2006,10,1,INE020G01017,10,INSPIRISYS.NS
INTELLECT,Intellect Design Arena Limited,EQ,18-DEC-2014,5,1,INE306R01017,5,INTELLECT.NS
INTENTECH,Intense Technologies Limited,BE,23-MAR-2017,2,1,INE781A01025,2,INTENTECH.NS
INTERARCH,Interarch Building Solutions Limited,EQ,26-AUG-2024,10,1,INE00M901018,10,INTERARCH.NS
INTLCONV,International Conveyors Limited,EQ,16-SEP-2021,1,1,INE575C01027,1,INTLCONV.NS
INVENTURE,Inventure Growth & Securities Limited,EQ,04-AUG-2011,1,1,INE878H01024,1,INVENTURE.NS
IOB,Indian Overseas Bank,EQ,07-DEC-2000,10,1,INE565A01014,10,IOB.NS
IOC,Indian Oil Corporation Limited,EQ,24-JUL-1996,10,1,INE242A01010,10,IOC.NS
IOLCP,IOL Chemicals and Pharmaceuticals Limited,EQ,08-NOV-2010,2,1,INE485C01029,2,IOLCP.NS
IONEXCHANG,ION Exchange (India) Limited,EQ,22-FEB-2022,1,1,INE570A01022,1,IONEXCHANG.NS
IPCALAB,IPCA Laboratories Limited,EQ,08-FEB-1995,1,1,INE571A01038,1,IPCALAB.NS
IPL,India Pesticides Limited,EQ,05-JUL-2021,1,1,INE0D6701023,1,IPL.NS
IRB,IRB Infrastructure Developers Limited,EQ,25-FEB-2008,1,1,INE821I01022,1,IRB.NS
IRCON,Ircon International Limited,EQ,28-SEP-2018,2,1,INE962Y01021,2,IRCON.NS
IRCTC,Indian Railway Catering And Tourism Corporation Limited,EQ,14-OCT-2019,2,1,INE335Y01020,2,IRCTC.NS
IREDA,Indian Renewable Energy Development Agency Limited,EQ,29-NOV-2023,10,1,INE202E01016,10,IREDA.NS
IRFC,Indian Railway Finance Corporation Limited,EQ,29-JAN-2021,10,1,INE053F01010,10,IRFC.NS
IRIS,Iris Business Services Limited,EQ,08-NOV-2021,10,1,INE864K01010,10,IRIS.NS
IRISDOREME,Iris Clothings Limited,EQ,22-FEB-2021,2,1,INE01GN01025,2,IRISDOREME.NS
IRMENERGY,IRM Energy Limited,EQ,26-OCT-2023,10,1,INE07U701015,10,IRMENERGY.NS
ISFT,Intrasoft Technologies Limited,EQ,12-APR-2010,10,1,INE566K01011,10,ISFT.NS
ISGEC,Isgec Heavy Engineering Limited,EQ,05-MAY-2021,1,1,INE858B01029,1,ISGEC.NS
ISHANCH,Ishan Dyes and Chemicals Limited,EQ,24-MAR-2025,10,1,INE561M01018,10,ISHANCH.NS
ITC,ITC Limited,EQ,23-AUG-1995,1,1,INE154A01025,1,ITC.NS
ITCHOTELS,ITC Hotels Limited,EQ,29-JAN-2025,1,1,INE379A01028,1,ITCHOTELS.NS
ITDC,India Tourism Development Corporation Limited,EQ,30-DEC-2016,10,1,INE353K01014,10,ITDC.NS
ITI,ITI Limited,EQ,15-SEP-2003,10,1,INE248A01017,10,ITI.NS
IVALUE,Ivalue Infosolutions Limited,EQ,25-SEP-2025,2,1,INE056801025,2,IVALUE.NS
IVC,IL&FS Investment Managers Limited,EQ,15-SEP-1999,2,1,INE050B01023,2,IVC.NS
IVP,IVP Limited,EQ,13-SEP-1995,10,1,INE043C01018,10,IVP.NS
IXIGO,Le Travenues Technology Limited,EQ,18-JUN-2024,1,1,INE0HV901016,1,IXIGO.NS
IZMO,IZMO Limited,EQ,05-FEB-2007,10,1,INE848A01014,10,IZMO.NS
J&KBANK,The Jammu & Kashmir Bank Limited,EQ,22-JUL-1998,1,1,INE168A01041,1,J&KBANK.NS
JAGRAN,Jagran Prakashan Limited,EQ,22-FEB-2006,2,1,INE199G01027,2,JAGRAN.NS
JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,EQ,01-MAR-2000,2,1,INE048B01035,2,JAGSNPHARM.NS
JAIBALAJI,Jai Balaji Industries Limited,EQ,09-DEC-2003,2,1,INE091G01026,2,JAIBALAJI.NS
JAICORPLTD,Jai Corp Limited,EQ,26-NOV-1997,1,1,INE070D01027,1,JAICORPLTD.NS
JAINREC,Jain Resource Recycling Limited,EQ,01-OCT-2025,2,1,INE0YD401026,2,JAINREC.NS
JAIPURKURT,Nandani Creation Limited,EQ,02-SEP-2021,10,1,INE696V01013,10,JAIPURKURT.NS
JAMNAAUTO,Jamna Auto Industries Limited,EQ,10-DEC-2010,1,1,INE039C01032,1,JAMNAAUTO.NS
JARO,Jaro Institute of Technology Management and Research Limited,EQ,30-SEP-2025,10,1,INE00YJ01010,10,JARO.NS
JASH,Jash Engineering Limited,EQ,30-OCT-2019,2,1,INE039O01029,2,JASH.NS
JAYAGROGN,Jayant Agro Organics Limited,EQ,17-APR-1996,5,1,INE785A01026,5,JAYAGROGN.NS
JAYBARMARU,Jay Bharat Maruti Limited,EQ,03-JAN-1996,2,1,INE571B01036,2,JAYBARMARU.NS
JAYKAY,Jaykay Enterprises Limited,EQ,03-DEC-2025,1,1,INE903A01025,1,JAYKAY.NS
JAYNECOIND,Jayaswal Neco Industries Limited,EQ,10-MAY-1995,10,1,INE854B01010,10,JAYNECOIND.NS
JAYSREETEA,Jayshree Tea & Industries Limited,EQ,15-FEB-1995,5,1,INE364A01020,5,JAYSREETEA.NS
JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,EQ,29-APR-2003,1,1,INE572A01036,1,JBCHEPHARM.NS
JBMA,JBM Auto Limited,EQ,17-DEC-2004,1,1,INE927D01051,1,JBMA.NS
JCHAC,Johnson Controls - Hitachi Air Conditioning India Limited,EQ,03-JAN-2000,10,1,INE782A01015,10,JCHAC.NS
JETFREIGHT,Jet Freight Logistics Limited,BE,21-DEC-2021,5,1,INE982V01025,5,JETFREIGHT.NS
JGCHEM,J.G.Chemicals Limited,EQ,13-MAR-2024,10,1,INE0MB501011,10,JGCHEM.NS
JHS,JHS Svendgaard Laboratories Limited,EQ,21-OCT-2006,10,1,INE544H01014,10,JHS.NS
JINDALPHOT,Jindal Photo Limited,EQ,07-APR-2005,10,1,INE796G01012,10,JINDALPHOT.NS
JINDALPOLY,Jindal Poly Films Limited,EQ,21-JAN-2002,10,1,INE197D01010,10,JINDALPOLY.NS
JINDALSAW,Jindal Saw Limited,EQ,29-APR-2003,1,1,INE324A01032,1,JINDALSAW.NS
JINDALSTEL,JINDAL STEEL LIMITED,EQ,29-DEC-1999,1,1,INE749A01030,1,JINDALSTEL.NS
JINDRILL,Jindal Drilling And Industries Limited,EQ,22-DEC-2006,5,1,INE742C01031,5,JINDRILL.NS
JINDWORLD,Jindal Worldwide Limited,EQ,25-NOV-2010,1,1,INE247D01039,1,JINDWORLD.NS
JIOFIN,Jio Financial Services Limited,EQ,21-AUG-2023,10,1,INE758E01017,10,JIOFIN.NS
JISLDVREQS,Jain Irrigation Systems Limited,EQ,30-NOV-2011,2,1,IN9175A01010,2,JISLDVREQS.NS
JISLJALEQS,Jain Irrigation Systems Limited,EQ,13-AUG-2001,2,1,INE175A01038,2,JISLJALEQS.NS
JITFINFRA,JITF Infralogistics Limited,BE,27-FEB-2017,2,1,INE863T01013,2,JITFINFRA.NS
JKCEMENT,JK Cement Limited,EQ,14-MAR-2006,10,1,INE823G01014,10,JKCEMENT.NS
JKIL,J.Kumar Infraprojects Limited,EQ,12-FEB-2008,5,1,INE576I01022,5,JKIL.NS
JKIPL,Jinkushal Industries Limited,EQ,03-OCT-2025,10,1,INE1FF001016,10,JKIPL.NS
JKLAKSHMI,JK Lakshmi Cement Limited,EQ,19-JUN-2006,5,1,INE786A01032,5,JKLAKSHMI.NS
JKPAPER,JK Paper Limited,EQ,16-JUN-2005,10,1,INE789E01012,10,JKPAPER.NS
JKTYRE,JK Tyre & Industries Limited,EQ,19-MAR-2007,2,1,INE573A01042,2,JKTYRE.NS
JLHL,Jupiter Life Line Hospitals Limited,EQ,18-SEP-2023,10,1,INE682M01012,10,JLHL.NS
JMA,Jullundur Motor Agency (Delhi) Limited,EQ,16-MAR-2015,2,1,INE412C01023,2,JMA.NS
JMFINANCIL,JM Financial Limited,EQ,10-OCT-2006,1,1,INE780C01023,1,JMFINANCIL.NS
JNKINDIA,JNK India Limited,EQ,30-APR-2024,2,1,INE0OAF01028,2,JNKINDIA.NS
JOCIL,Jocil Limited,EQ,08-OCT-2008,10,1,INE839G01010,10,JOCIL.NS
JPOLYINVST,Jindal Poly Investment and Finance Company Limited,EQ,11-NOV-2013,10,1,INE147P01019,10,JPOLYINVST.NS
JPPOWER,Jaiprakash Power Ventures Limited,EQ,18-APR-2005,10,1,INE351F01018,10,JPPOWER.NS
JSFB,Jana Small Finance Bank Limited,EQ,14-FEB-2024,10,1,INE953L01027,10,JSFB.NS
JSL,Jindal Stainless Limited,EQ,17-NOV-2003,2,1,INE220G01021,2,JSL.NS
JSLL,Jeena Sikho Lifecare Limited,EQ,11-AUG-2025,2,1,INE0J5801029,2,JSLL.NS
JSWCEMENT,JSW Cement Limited,EQ,14-AUG-2025,10,1,INE718I01012,10,JSWCEMENT.NS
JSWENERGY,JSW Energy Limited,EQ,04-JAN-2010,10,1,INE121E01018,10,JSWENERGY.NS
JSWHL,JSW Holdings Limited,EQ,21-JUN-2005,10,1,INE824G01012,10,JSWHL.NS
JSWINFRA,JSW Infrastructure Limited,EQ,03-OCT-2023,2,1,INE880J01026,2,JSWINFRA.NS
JSWSTEEL,JSW Steel Limited,EQ,23-MAR-2005,1,1,INE019A01038,1,JSWSTEEL.NS
JTEKTINDIA,Jtekt India Limited,EQ,12-JAN-2004,1,1,INE643A01035,1,JTEKTINDIA.NS
JTLIND,JTL INDUSTRIES LIMITED,EQ,12-JUN-2023,1,1,INE391J01032,1,JTLIND.NS
JUBLCPL,Jubilant Agri and Consumer Products Limited,EQ,14-FEB-2025,10,1,INE03CC01015,10,JUBLCPL.NS
JUBLFOOD,Jubilant Foodworks Limited,EQ,08-FEB-2010,2,1,INE797F01020,2,JUBLFOOD.NS
JUBLINGREA,Jubilant Ingrevia Limited,EQ,19-MAR-2021,1,1,INE0BY001018,1,JUBLINGREA.NS
JUBLPHARMA,Jubilant Pharmova Limited,EQ,16-JUN-2003,1,1,INE700A01033,1,JUBLPHARMA.NS
JUNIPER,Juniper Hotels Limited,EQ,28-FEB-2024,10,1,INE696F01016,10,JUNIPER.NS
JUSTDIAL,Just Dial Limited,EQ,05-JUN-2013,10,1,INE599M01018,10,JUSTDIAL.NS
JWL,Jupiter Wagons Limited,EQ,18-OCT-2010,10,1,INE209L01016,10,JWL.NS
JYOTHYLAB,Jyothy Labs Limited,EQ,19-DEC-2007,1,1,INE668F01031,1,JYOTHYLAB.NS
JYOTICNC,Jyoti CNC Automation Limited,EQ,16-JAN-2024,2,1,INE980O01024,2,JYOTICNC.NS
JYOTISTRUC,Jyoti Structures Limited,EQ,19-JUL-1995,2,1,INE197A01024,2,JYOTISTRUC.NS
KABRAEXTRU,Kabra Extrusion Technik Limited,EQ,06-SEP-1995,5,1,INE900B01029,5,KABRAEXTRU.NS
KAJARIACER,Kajaria Ceramics Limited,EQ,01-JUN-2004,1,1,INE217B01036,1,KAJARIACER.NS
KAKATCEM,Kakatiya Cement Sugar & Industries Limited,EQ,13-DEC-1995,10,1,INE437B01014,10,KAKATCEM.NS
KALAMANDIR,Sai Silks (Kalamandir) Limited,EQ,27-SEP-2023,2,1,INE438K01021,2,KALAMANDIR.NS
KALPATARU,Kalpataru Limited,EQ,01-JUL-2025,10,1,INE227J01012,10,KALPATARU.NS
KALYANI,Kalyani Commercials Limited,BE,13-FEB-2017,10,1,INE610E01010,10,KALYANI.NS
KALYANIFRG,Kalyani Forge Limited,EQ,20-DEC-2007,10,1,INE314G01014,10,KALYANIFRG.NS
KALYANKJIL,Kalyan Jewellers India Limited,EQ,26-MAR-2021,10,1,INE303R01014,10,KALYANKJIL.NS
KAMATHOTEL,Kamat Hotels (I) Limited,EQ,29-MAY-1996,10,1,INE967C01018,10,KAMATHOTEL.NS
KAMDHENU,Kamdhenu Limited,EQ,09-MAY-2006,1,1,INE390H01020,1,KAMDHENU.NS
KAMOPAINTS,Kamdhenu Ventures Limited,EQ,24-JAN-2023,1,1,INE0BTI01037,1,KAMOPAINTS.NS
KANANIIND,Kanani Industries Limited,EQ,14-DEC-2011,1,1,INE879E01037,1,KANANIIND.NS
KANORICHEM,Kanoria Chemicals & Industries Limited,EQ,08-FEB-1995,5,1,INE138C01024,5,KANORICHEM.NS
KANPRPLA,Kanpur Plastipack Limited,EQ,01-JAN-2021,10,1,INE694E01014,10,KANPRPLA.NS
KANSAINER,Kansai Nerolac Paints Limited,EQ,15-SEP-2003,1,1,INE531A01024,1,KANSAINER.NS
KAPSTON,Kapston Services Limited,EQ,27-MAY-2020,5,1,INE542Z01028,5,KAPSTON.NS
KARMAENG,Karma Energy Limited,EQ,28-JUN-2011,10,1,INE725L01011,10,KARMAENG.NS
KARURVYSYA,Karur Vysya Bank Limited,EQ,26-JUL-2000,2,1,INE036D01028,2,KARURVYSYA.NS
KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited,EQ,14-DEC-2007,1000,1,INE234I01028,1000,KAUSHALYA.NS
KAVDEFENCE,Kavveri Defence & Wireless Technologies Limited,BE,29-JAN-2008,10,1,INE641C01019,10,KAVDEFENCE.NS
KAYA,Kaya Limited,EQ,14-AUG-2015,10,1,INE587G01015,10,KAYA.NS
KAYNES,Kaynes Technology India Limited,EQ,22-NOV-2022,10,1,INE918Z01012,10,KAYNES.NS
KCP,KCP Limited,EQ,09-APR-1997,1,1,INE805C01028,1,KCP.NS
KCPSUGIND,KCP Sugar and Industries Corporation Limited,EQ,11-JUN-1997,1,1,INE790B01024,1,KCPSUGIND.NS
KDDL,KDDL Limited,EQ,23-MAR-2016,10,1,INE291D01011,10,KDDL.NS
KEC,KEC International Limited,EQ,10-MAR-2006,2,1,INE389H01022,2,KEC.NS
KECL,Kirloskar Electric Company Limited,EQ,09-MAR-2010,10,1,INE134B01017,10,KECL.NS
KEEPLEARN,DSJ Keep Learning Limited,EQ,01-MAR-1995,1,1,INE055C01020,1,KEEPLEARN.NS
